user_id,event_date,total_events,question_cnt,answer_cnt,comment_cnt,active_flag
10,2011-06-21,9,3,2,4,1
11,2011-06-21,10,2,7,1,1
12,2011-06-21,2,0,0,2,1
13,2011-06-21,9,2,1,6,1
19,2011-06-21,16,7,2,7,1
20,2011-06-21,4,0,0,4,1
22,2011-06-21,5,1,2,2,1
23,2011-06-21,7,2,5,0,1
24,2011-06-21,4,2,2,0,1
26,2011-06-21,6,1,4,1,1
27,2011-06-21,1,1,0,0,1
28,2011-06-21,5,3,0,2,1
30,2011-06-21,20,4,7,9,1
31,2011-06-21,4,3,1,0,1
33,2011-06-21,3,1,1,1,1
34,2011-06-21,6,2,2,2,1
35,2011-06-21,1,0,1,0,1
40,2011-06-21,6,0,6,0,1
44,2011-06-21,3,1,1,1,1
46,2011-06-21,3,0,1,2,1
48,2011-06-21,5,0,4,1,1
51,2011-06-21,1,1,0,0,1
56,2011-06-21,3,1,2,0,1
58,2011-06-21,1,0,1,0,1
59,2011-06-21,3,1,2,0,1
60,2011-06-21,2,1,1,0,1
63,2011-06-21,2,1,0,1,1
64,2011-06-21,2,1,1,0,1
65,2011-06-21,6,0,4,2,1
66,2011-06-21,2,1,1,0,1
68,2011-06-21,5,0,3,2,1
72,2011-06-21,1,1,0,0,1
75,2011-06-21,1,1,0,0,1
8,2011-06-21,5,1,1,3,1
81,2011-06-21,1,0,1,0,1
9,2011-06-21,8,1,6,1,1
10,2011-06-22,3,0,0,3,1
101,2011-06-22,32,4,18,10,1
104,2011-06-22,2,1,1,0,1
108,2011-06-22,5,0,3,2,1
109,2011-06-22,1,1,0,0,1
11,2011-06-22,1,0,0,1,1
112,2011-06-22,1,1,0,0,1
113,2011-06-22,1,0,1,0,1
114,2011-06-22,1,0,1,0,1
116,2011-06-22,2,1,1,0,1
121,2011-06-22,2,0,1,1,1
124,2011-06-22,7,2,2,3,1
125,2011-06-22,1,0,0,1,1
128,2011-06-22,2,0,0,2,1
13,2011-06-22,7,0,4,3,1
130,2011-06-22,2,0,0,2,1
131,2011-06-22,3,0,1,2,1
135,2011-06-22,1,0,0,1,1
136,2011-06-22,1,0,1,0,1
18,2011-06-22,2,0,2,0,1
19,2011-06-22,14,3,4,7,1
22,2011-06-22,1,0,0,1,1
24,2011-06-22,4,1,1,2,1
26,2011-06-22,6,0,4,2,1
30,2011-06-22,7,0,3,4,1
31,2011-06-22,1,0,0,1,1
33,2011-06-22,5,2,3,0,1
34,2011-06-22,4,0,1,3,1
35,2011-06-22,1,0,1,0,1
36,2011-06-22,1,0,0,1,1
39,2011-06-22,4,2,0,2,1
46,2011-06-22,2,0,1,1,1
50,2011-06-22,3,1,0,2,1
54,2011-06-22,11,0,3,8,1
57,2011-06-22,1,1,0,0,1
59,2011-06-22,2,0,1,1,1
62,2011-06-22,2,0,1,1,1
63,2011-06-22,3,0,1,2,1
64,2011-06-22,6,1,3,2,1
65,2011-06-22,12,1,6,5,1
66,2011-06-22,3,0,0,3,1
75,2011-06-22,1,0,1,0,1
8,2011-06-22,2,0,2,0,1
81,2011-06-22,3,1,1,1,1
85,2011-06-22,10,1,3,6,1
86,2011-06-22,3,2,0,1,1
87,2011-06-22,3,1,0,2,1
88,2011-06-22,3,1,1,1,1
9,2011-06-22,3,0,3,0,1
91,2011-06-22,2,1,1,0,1
95,2011-06-22,2,1,0,1,1
96,2011-06-22,2,0,2,0,1
10,2011-06-23,1,0,0,1,1
101,2011-06-23,13,1,4,8,1
102,2011-06-23,1,0,1,0,1
104,2011-06-23,1,0,1,0,1
108,2011-06-23,3,1,1,1,1
11,2011-06-23,1,1,0,0,1
116,2011-06-23,2,0,1,1,1
121,2011-06-23,1,0,1,0,1
124,2011-06-23,3,0,1,2,1
130,2011-06-23,2,0,1,1,1
140,2011-06-23,19,8,2,9,1
144,2011-06-23,1,1,0,0,1
147,2011-06-23,5,0,2,3,1
19,2011-06-23,15,0,5,10,1
28,2011-06-23,1,0,0,1,1
31,2011-06-23,1,1,0,0,1
33,2011-06-23,4,2,0,2,1
36,2011-06-23,2,0,0,2,1
44,2011-06-23,3,0,0,3,1
46,2011-06-23,1,0,0,1,1
55,2011-06-23,1,0,0,1,1
62,2011-06-23,1,0,0,1,1
63,2011-06-23,2,0,1,1,1
64,2011-06-23,2,0,1,1,1
65,2011-06-23,4,0,1,3,1
66,2011-06-23,1,1,0,0,1
74,2011-06-23,2,0,2,0,1
77,2011-06-23,2,2,0,0,1
81,2011-06-23,1,0,1,0,1
85,2011-06-23,5,0,1,4,1
87,2011-06-23,1,0,0,1,1
9,2011-06-23,5,0,4,1,1
91,2011-06-23,1,0,0,1,1
10,2011-06-24,1,0,0,1,1
101,2011-06-24,2,0,0,2,1
104,2011-06-24,4,1,2,1,1
108,2011-06-24,5,0,3,2,1
124,2011-06-24,2,0,0,2,1
13,2011-06-24,1,0,0,1,1
130,2011-06-24,9,0,2,7,1
136,2011-06-24,1,0,1,0,1
140,2011-06-24,4,0,0,4,1
142,2011-06-24,4,3,0,1,1
144,2011-06-24,2,0,1,1,1
147,2011-06-24,1,0,0,1,1
149,2011-06-24,7,5,1,1,1
18,2011-06-24,1,0,1,0,1
19,2011-06-24,4,0,1,3,1
23,2011-06-24,1,0,0,1,1
24,2011-06-24,3,0,0,3,1
26,2011-06-24,9,0,5,4,1
34,2011-06-24,3,0,0,3,1
46,2011-06-24,5,0,2,3,1
54,2011-06-24,5,0,1,4,1
64,2011-06-24,1,0,1,0,1
65,2011-06-24,9,0,1,8,1
74,2011-06-24,1,0,1,0,1
77,2011-06-24,1,0,0,1,1
80,2011-06-24,1,0,1,0,1
85,2011-06-24,5,1,0,4,1
90,2011-06-24,5,3,0,2,1
91,2011-06-24,1,1,0,0,1
95,2011-06-24,1,0,1,0,1
108,2011-06-25,5,0,3,2,1
11,2011-06-25,2,0,0,2,1
116,2011-06-25,1,0,0,1,1
140,2011-06-25,20,7,1,12,1
147,2011-06-25,1,0,0,1,1
149,2011-06-25,3,0,0,3,1
151,2011-06-25,3,1,1,1,1
19,2011-06-25,5,2,1,2,1
24,2011-06-25,2,0,0,2,1
26,2011-06-25,6,0,3,3,1
46,2011-06-25,1,1,0,0,1
54,2011-06-25,3,0,2,1,1
74,2011-06-25,1,0,1,0,1
85,2011-06-25,1,0,1,0,1
88,2011-06-25,1,0,0,1,1
91,2011-06-25,1,0,1,0,1
96,2011-06-25,2,1,0,1,1
101,2011-06-26,4,1,3,0,1
108,2011-06-26,2,1,0,1,1
116,2011-06-26,1,0,1,0,1
128,2011-06-26,1,0,0,1,1
140,2011-06-26,1,0,0,1,1
147,2011-06-26,1,0,0,1,1
149,2011-06-26,1,1,0,0,1
155,2011-06-26,1,0,1,0,1
19,2011-06-26,1,0,0,1,1
26,2011-06-26,1,0,1,0,1
46,2011-06-26,1,0,0,1,1
72,2011-06-26,2,2,0,0,1
74,2011-06-26,1,0,1,0,1
96,2011-06-26,1,0,0,1,1
101,2011-06-27,2,0,0,2,1
103,2011-06-27,1,0,1,0,1
108,2011-06-27,7,0,3,4,1
11,2011-06-27,2,0,2,0,1
110,2011-06-27,2,0,2,0,1
124,2011-06-27,1,0,0,1,1
128,2011-06-27,1,0,0,1,1
13,2011-06-27,2,0,0,2,1
130,2011-06-27,3,0,0,3,1
132,2011-06-27,4,1,0,3,1
140,2011-06-27,15,3,0,12,1
142,2011-06-27,1,0,0,1,1
149,2011-06-27,4,3,0,1,1
156,2011-06-27,1,0,0,1,1
19,2011-06-27,7,1,1,5,1
24,2011-06-27,1,0,1,0,1
26,2011-06-27,4,0,2,2,1
40,2011-06-27,1,0,1,0,1
57,2011-06-27,1,0,0,1,1
65,2011-06-27,1,0,0,1,1
74,2011-06-27,2,0,0,2,1
81,2011-06-27,1,0,1,0,1
85,2011-06-27,1,0,0,1,1
86,2011-06-27,1,1,0,0,1
91,2011-06-27,1,0,1,0,1
92,2011-06-27,1,1,0,0,1
108,2011-06-28,17,1,2,14,1
12,2011-06-28,1,0,1,0,1
121,2011-06-28,2,1,0,1,1
124,2011-06-28,1,0,0,1,1
13,2011-06-28,1,0,0,1,1
130,2011-06-28,1,0,0,1,1
140,2011-06-28,7,1,0,6,1
149,2011-06-28,5,1,2,2,1
152,2011-06-28,1,1,0,0,1
160,2011-06-28,2,1,0,1,1
163,2011-06-28,1,0,1,0,1
164,2011-06-28,2,0,1,1,1
167,2011-06-28,1,1,0,0,1
172,2011-06-28,2,1,1,0,1
176,2011-06-28,3,0,1,2,1
182,2011-06-28,1,0,1,0,1
183,2011-06-28,5,1,1,3,1
184,2011-06-28,1,0,1,0,1
19,2011-06-28,8,0,1,7,1
199,2011-06-28,1,0,0,1,1
203,2011-06-28,5,0,4,1,1
205,2011-06-28,1,1,0,0,1
206,2011-06-28,2,0,2,0,1
24,2011-06-28,9,1,0,8,1
26,2011-06-28,2,0,0,2,1
30,2011-06-28,3,1,0,2,1
31,2011-06-28,2,0,1,1,1
36,2011-06-28,1,0,0,1,1
39,2011-06-28,4,0,0,4,1
44,2011-06-28,1,0,1,0,1
64,2011-06-28,1,0,0,1,1
65,2011-06-28,3,0,1,2,1
74,2011-06-28,1,0,1,0,1
8,2011-06-28,1,0,1,0,1
84,2011-06-28,1,0,0,1,1
85,2011-06-28,3,1,0,2,1
86,2011-06-28,1,0,0,1,1
88,2011-06-28,3,0,0,3,1
101,2011-06-29,7,1,2,4,1
104,2011-06-29,1,0,0,1,1
108,2011-06-29,9,1,2,6,1
114,2011-06-29,2,0,0,2,1
116,2011-06-29,3,0,2,1,1
12,2011-06-29,1,0,1,0,1
124,2011-06-29,3,1,0,2,1
13,2011-06-29,5,0,3,2,1
140,2011-06-29,30,1,2,27,1
148,2011-06-29,1,0,0,1,1
149,2011-06-29,3,1,0,2,1
152,2011-06-29,1,0,0,1,1
157,2011-06-29,1,0,0,1,1
160,2011-06-29,4,0,0,4,1
176,2011-06-29,1,0,0,1,1
183,2011-06-29,1,0,0,1,1
187,2011-06-29,1,1,0,0,1
19,2011-06-29,3,0,0,3,1
20,2011-06-29,2,0,0,2,1
203,2011-06-29,1,0,0,1,1
206,2011-06-29,2,0,1,1,1
208,2011-06-29,3,0,3,0,1
212,2011-06-29,1,1,0,0,1
216,2011-06-29,5,2,0,3,1
219,2011-06-29,1,0,1,0,1
232,2011-06-29,4,0,1,3,1
234,2011-06-29,1,1,0,0,1
24,2011-06-29,4,0,2,2,1
241,2011-06-29,9,0,4,5,1
243,2011-06-29,8,0,4,4,1
248,2011-06-29,9,0,1,8,1
249,2011-06-29,1,0,0,1,1
250,2011-06-29,1,0,1,0,1
251,2011-06-29,1,0,0,1,1
255,2011-06-29,3,1,1,1,1
256,2011-06-29,1,0,1,0,1
257,2011-06-29,2,0,1,1,1
26,2011-06-29,3,0,3,0,1
261,2011-06-29,1,1,0,0,1
263,2011-06-29,1,0,1,0,1
268,2011-06-29,3,1,2,0,1
274,2011-06-29,1,1,0,0,1
275,2011-06-29,1,0,1,0,1
278,2011-06-29,1,0,1,0,1
30,2011-06-29,2,0,0,2,1
33,2011-06-29,3,0,0,3,1
46,2011-06-29,6,0,4,2,1
47,2011-06-29,1,0,1,0,1
57,2011-06-29,1,1,0,0,1
64,2011-06-29,4,0,1,3,1
65,2011-06-29,3,0,2,1,1
66,2011-06-29,2,0,1,1,1
73,2011-06-29,2,0,1,1,1
74,2011-06-29,4,0,1,3,1
81,2011-06-29,1,0,0,1,1
84,2011-06-29,1,1,0,0,1
85,2011-06-29,3,0,1,2,1
86,2011-06-29,1,1,0,0,1
88,2011-06-29,2,0,0,2,1
89,2011-06-29,1,0,0,1,1
9,2011-06-29,2,0,2,0,1
101,2011-06-30,3,1,2,0,1
108,2011-06-30,6,1,2,3,1
116,2011-06-30,2,0,1,1,1
121,2011-06-30,1,0,1,0,1
124,2011-06-30,1,0,0,1,1
13,2011-06-30,5,1,1,3,1
140,2011-06-30,1,0,0,1,1
149,2011-06-30,1,1,0,0,1
19,2011-06-30,5,3,1,1,1
216,2011-06-30,1,1,0,0,1
24,2011-06-30,1,0,0,1,1
257,2011-06-30,1,0,0,1,1
26,2011-06-30,1,0,1,0,1
261,2011-06-30,1,0,0,1,1
268,2011-06-30,2,0,2,0,1
280,2011-06-30,1,0,0,1,1
290,2011-06-30,1,0,1,0,1
296,2011-06-30,1,0,1,0,1
301,2011-06-30,1,1,0,0,1
303,2011-06-30,1,0,0,1,1
54,2011-06-30,2,0,1,1,1
63,2011-06-30,3,0,1,2,1
64,2011-06-30,1,0,0,1,1
74,2011-06-30,1,0,1,0,1
85,2011-06-30,3,1,0,2,1
108,2011-07-01,2,0,1,1,1
116,2011-07-01,1,0,0,1,1
121,2011-07-01,2,0,2,0,1
124,2011-07-01,1,0,0,1,1
130,2011-07-01,1,0,1,0,1
133,2011-07-01,1,0,1,0,1
136,2011-07-01,1,0,1,0,1
140,2011-07-01,3,0,0,3,1
183,2011-07-01,1,0,1,0,1
19,2011-07-01,2,1,1,0,1
243,2011-07-01,1,1,0,0,1
268,2011-07-01,2,0,1,1,1
304,2011-07-01,1,1,0,0,1
306,2011-07-01,1,0,1,0,1
307,2011-07-01,1,1,0,0,1
44,2011-07-01,1,1,0,0,1
64,2011-07-01,2,0,0,2,1
74,2011-07-01,1,0,1,0,1
101,2011-07-02,3,0,0,3,1
108,2011-07-02,1,0,1,0,1
124,2011-07-02,1,0,1,0,1
19,2011-07-02,1,0,0,1,1
199,2011-07-02,1,0,1,0,1
241,2011-07-02,1,0,1,0,1
26,2011-07-02,1,0,1,0,1
325,2011-07-02,4,1,0,3,1
326,2011-07-02,1,0,1,0,1
327,2011-07-02,1,1,0,0,1
330,2011-07-02,2,0,2,0,1
331,2011-07-02,2,2,0,0,1
46,2011-07-02,1,0,1,0,1
63,2011-07-02,3,0,1,2,1
108,2011-07-03,2,0,0,2,1
13,2011-07-03,5,0,0,5,1
140,2011-07-03,4,0,1,3,1
147,2011-07-03,5,0,1,4,1
19,2011-07-03,2,0,1,1,1
216,2011-07-03,1,0,0,1,1
26,2011-07-03,1,1,0,0,1
270,2011-07-03,1,0,1,0,1
331,2011-07-03,2,0,1,1,1
337,2011-07-03,2,0,1,1,1
340,2011-07-03,1,0,0,1,1
341,2011-07-03,1,0,1,0,1
53,2011-07-03,2,1,0,1,1
108,2011-07-04,1,0,0,1,1
140,2011-07-04,2,0,0,2,1
19,2011-07-04,1,1,0,0,1
248,2011-07-04,1,0,0,1,1
26,2011-07-04,3,0,2,1,1
277,2011-07-04,3,0,1,2,1
290,2011-07-04,1,0,1,0,1
327,2011-07-04,1,0,0,1,1
34,2011-07-04,1,0,0,1,1
349,2011-07-04,1,1,0,0,1
360,2011-07-04,1,1,0,0,1
362,2011-07-04,1,0,1,0,1
46,2011-07-04,2,0,0,2,1
81,2011-07-04,1,0,1,0,1
85,2011-07-04,2,0,0,2,1
92,2011-07-04,2,1,0,1,1
108,2011-07-05,4,0,2,2,1
116,2011-07-05,3,0,0,3,1
121,2011-07-05,1,1,0,0,1
136,2011-07-05,1,0,0,1,1
140,2011-07-05,7,0,1,6,1
180,2011-07-05,3,1,1,1,1
19,2011-07-05,5,1,0,4,1
26,2011-07-05,6,1,1,4,1
268,2011-07-05,1,0,1,0,1
294,2011-07-05,3,1,0,2,1
299,2011-07-05,3,0,3,0,1
331,2011-07-05,1,0,1,0,1
349,2011-07-05,1,0,0,1,1
36,2011-07-05,1,0,0,1,1
363,2011-07-05,1,1,0,0,1
364,2011-07-05,1,1,0,0,1
365,2011-07-05,2,1,0,1,1
367,2011-07-05,1,1,0,0,1
46,2011-07-05,1,0,0,1,1
74,2011-07-05,1,0,0,1,1
9,2011-07-05,4,0,2,2,1
101,2011-07-06,1,1,0,0,1
108,2011-07-06,1,0,1,0,1
116,2011-07-06,1,0,0,1,1
121,2011-07-06,1,0,1,0,1
147,2011-07-06,3,0,2,1,1
203,2011-07-06,1,0,1,0,1
26,2011-07-06,3,0,1,2,1
368,2011-07-06,1,1,0,0,1
370,2011-07-06,1,1,0,0,1
371,2011-07-06,1,0,0,1,1
46,2011-07-06,4,0,1,3,1
54,2011-07-06,1,0,0,1,1
85,2011-07-06,1,0,0,1,1
9,2011-07-06,1,0,0,1,1
108,2011-07-07,2,0,0,2,1
110,2011-07-07,1,0,0,1,1
116,2011-07-07,1,0,0,1,1
121,2011-07-07,1,0,0,1,1
13,2011-07-07,1,0,0,1,1
130,2011-07-07,2,0,1,1,1
140,2011-07-07,4,0,0,4,1
18,2011-07-07,4,0,4,0,1
19,2011-07-07,1,0,1,0,1
24,2011-07-07,1,0,0,1,1
241,2011-07-07,2,0,1,1,1
26,2011-07-07,2,0,1,1,1
374,2011-07-07,1,1,0,0,1
377,2011-07-07,2,1,1,0,1
381,2011-07-07,1,1,0,0,1
384,2011-07-07,1,0,1,0,1
63,2011-07-07,1,0,1,0,1
68,2011-07-07,2,0,1,1,1
85,2011-07-07,1,0,0,1,1
88,2011-07-07,3,1,0,2,1
101,2011-07-08,4,1,0,3,1
103,2011-07-08,1,1,0,0,1
104,2011-07-08,1,0,1,0,1
116,2011-07-08,1,0,1,0,1
130,2011-07-08,1,0,1,0,1
140,2011-07-08,6,0,0,6,1
19,2011-07-08,6,1,2,3,1
248,2011-07-08,7,0,2,5,1
26,2011-07-08,2,0,0,2,1
341,2011-07-08,1,0,0,1,1
366,2011-07-08,1,0,1,0,1
377,2011-07-08,1,1,0,0,1
393,2011-07-08,2,0,2,0,1
396,2011-07-08,2,2,0,0,1
11,2011-07-09,1,0,0,1,1
140,2011-07-09,2,0,0,2,1
180,2011-07-09,3,1,1,1,1
19,2011-07-09,3,0,0,3,1
206,2011-07-09,4,0,2,2,1
248,2011-07-09,7,1,0,6,1
26,2011-07-09,6,1,1,4,1
374,2011-07-09,2,1,0,1,1
396,2011-07-09,1,1,0,0,1
399,2011-07-09,3,0,1,2,1
400,2011-07-09,1,1,0,0,1
57,2011-07-09,1,0,0,1,1
74,2011-07-09,1,0,0,1,1
101,2011-07-10,7,1,4,2,1
108,2011-07-10,3,0,3,0,1
140,2011-07-10,2,0,0,2,1
180,2011-07-10,1,0,1,0,1
206,2011-07-10,1,0,0,1,1
216,2011-07-10,1,0,0,1,1
248,2011-07-10,1,0,0,1,1
26,2011-07-10,6,1,2,3,1
277,2011-07-10,2,0,2,0,1
337,2011-07-10,1,0,0,1,1
349,2011-07-10,1,1,0,0,1
36,2011-07-10,2,0,0,2,1
402,2011-07-10,1,0,1,0,1
403,2011-07-10,3,3,0,0,1
408,2011-07-10,1,0,1,0,1
46,2011-07-10,1,0,1,0,1
63,2011-07-10,1,0,0,1,1
108,2011-07-11,9,0,2,7,1
11,2011-07-11,1,0,1,0,1
116,2011-07-11,6,0,2,4,1
130,2011-07-11,3,0,0,3,1
140,2011-07-11,1,0,0,1,1
19,2011-07-11,5,0,2,3,1
24,2011-07-11,3,0,1,2,1
241,2011-07-11,1,0,1,0,1
243,2011-07-11,2,0,2,0,1
26,2011-07-11,3,0,2,1,1
268,2011-07-11,1,0,1,0,1
277,2011-07-11,1,0,0,1,1
31,2011-07-11,2,0,1,1,1
324,2011-07-11,1,1,0,0,1
331,2011-07-11,3,1,0,2,1
355,2011-07-11,2,1,0,1,1
396,2011-07-11,3,3,0,0,1
403,2011-07-11,1,0,0,1,1
418,2011-07-11,2,1,1,0,1
419,2011-07-11,1,0,1,0,1
427,2011-07-11,3,0,0,3,1
46,2011-07-11,2,0,1,1,1
59,2011-07-11,1,0,1,0,1
77,2011-07-11,1,1,0,0,1
85,2011-07-11,2,0,1,1,1
99,2011-07-11,1,1,0,0,1
108,2011-07-12,12,0,3,9,1
116,2011-07-12,3,0,0,3,1
140,2011-07-12,13,0,1,12,1
180,2011-07-12,1,0,1,0,1
19,2011-07-12,11,2,3,6,1
243,2011-07-12,3,1,1,1,1
26,2011-07-12,2,0,1,1,1
265,2011-07-12,1,0,1,0,1
268,2011-07-12,1,0,1,0,1
30,2011-07-12,1,0,1,0,1
31,2011-07-12,1,0,0,1,1
330,2011-07-12,1,1,0,0,1
377,2011-07-12,2,0,0,2,1
418,2011-07-12,8,1,1,6,1
433,2011-07-12,2,1,0,1,1
435,2011-07-12,1,0,1,0,1
436,2011-07-12,1,0,1,0,1
44,2011-07-12,2,0,1,1,1
46,2011-07-12,1,0,0,1,1
85,2011-07-12,4,0,2,2,1
86,2011-07-12,1,1,0,0,1
101,2011-07-13,6,1,2,3,1
108,2011-07-13,7,0,2,5,1
116,2011-07-13,1,0,0,1,1
121,2011-07-13,1,0,0,1,1
130,2011-07-13,1,0,0,1,1
140,2011-07-13,12,0,0,12,1
147,2011-07-13,1,0,0,1,1
180,2011-07-13,2,0,0,2,1
19,2011-07-13,8,0,0,8,1
241,2011-07-13,1,0,0,1,1
243,2011-07-13,1,0,0,1,1
26,2011-07-13,1,0,0,1,1
36,2011-07-13,2,0,0,2,1
366,2011-07-13,2,0,1,1,1
418,2011-07-13,1,0,1,0,1
433,2011-07-13,1,0,0,1,1
438,2011-07-13,1,0,1,0,1
77,2011-07-13,1,1,0,0,1
85,2011-07-13,2,0,0,2,1
101,2011-07-14,2,1,0,1,1
108,2011-07-14,4,0,1,3,1
11,2011-07-14,1,0,1,0,1
116,2011-07-14,1,0,0,1,1
140,2011-07-14,2,0,0,2,1
248,2011-07-14,1,0,0,1,1
418,2011-07-14,2,1,0,1,1
43,2011-07-14,1,1,0,0,1
443,2011-07-14,2,1,0,1,1
444,2011-07-14,1,0,0,1,1
68,2011-07-14,2,0,0,2,1
77,2011-07-14,1,0,0,1,1
101,2011-07-15,13,4,3,6,1
108,2011-07-15,1,0,0,1,1
116,2011-07-15,2,0,0,2,1
140,2011-07-15,4,0,0,4,1
19,2011-07-15,2,0,1,1,1
206,2011-07-15,3,0,1,2,1
243,2011-07-15,1,0,1,0,1
248,2011-07-15,3,0,2,1,1
277,2011-07-15,2,1,0,1,1
396,2011-07-15,7,4,1,2,1
411,2011-07-15,1,1,0,0,1
418,2011-07-15,1,0,0,1,1
43,2011-07-15,1,0,1,0,1
449,2011-07-15,1,0,1,0,1
46,2011-07-15,2,0,1,1,1
74,2011-07-15,1,0,0,1,1
85,2011-07-15,3,0,2,1,1
101,2011-07-16,9,1,3,5,1
108,2011-07-16,3,0,1,2,1
116,2011-07-16,1,0,0,1,1
140,2011-07-16,7,0,1,6,1
19,2011-07-16,1,0,1,0,1
248,2011-07-16,1,0,0,1,1
26,2011-07-16,1,0,0,1,1
377,2011-07-16,2,1,0,1,1
396,2011-07-16,2,0,0,2,1
403,2011-07-16,1,1,0,0,1
42,2011-07-16,1,0,0,1,1
44,2011-07-16,3,1,1,1,1
85,2011-07-16,1,0,0,1,1
101,2011-07-17,1,0,1,0,1
108,2011-07-17,2,0,1,1,1
11,2011-07-17,1,0,1,0,1
140,2011-07-17,7,3,0,4,1
19,2011-07-17,4,0,3,1,1
277,2011-07-17,1,0,1,0,1
377,2011-07-17,1,0,0,1,1
418,2011-07-17,2,0,0,2,1
44,2011-07-17,1,1,0,0,1
461,2011-07-17,1,0,1,0,1
462,2011-07-17,1,0,1,0,1
108,2011-07-18,2,0,1,1,1
11,2011-07-18,2,0,2,0,1
128,2011-07-18,1,0,0,1,1
130,2011-07-18,4,0,1,3,1
131,2011-07-18,2,1,0,1,1
140,2011-07-18,7,2,0,5,1
19,2011-07-18,8,1,2,5,1
243,2011-07-18,4,0,3,1,1
26,2011-07-18,1,0,0,1,1
31,2011-07-18,4,1,1,2,1
331,2011-07-18,1,0,1,0,1
43,2011-07-18,1,1,0,0,1
449,2011-07-18,2,0,1,1,1
464,2011-07-18,1,1,0,0,1
465,2011-07-18,1,0,1,0,1
466,2011-07-18,1,0,1,0,1
467,2011-07-18,1,0,1,0,1
471,2011-07-18,3,0,3,0,1
64,2011-07-18,2,1,0,1,1
90,2011-07-18,1,0,1,0,1
99,2011-07-18,1,1,0,0,1
101,2011-07-19,1,0,0,1,1
108,2011-07-19,2,0,0,2,1
11,2011-07-19,2,0,2,0,1
130,2011-07-19,2,0,0,2,1
140,2011-07-19,9,0,1,8,1
147,2011-07-19,1,0,1,0,1
241,2011-07-19,1,0,1,0,1
243,2011-07-19,2,0,1,1,1
26,2011-07-19,1,0,0,1,1
277,2011-07-19,2,0,1,1,1
330,2011-07-19,2,1,0,1,1
331,2011-07-19,2,1,0,1,1
366,2011-07-19,1,0,0,1,1
81,2011-07-19,1,1,0,0,1
101,2011-07-20,9,2,0,7,1
108,2011-07-20,1,0,0,1,1
11,2011-07-20,1,0,1,0,1
124,2011-07-20,1,0,0,1,1
140,2011-07-20,11,0,0,11,1
147,2011-07-20,3,0,0,3,1
19,2011-07-20,14,1,2,11,1
241,2011-07-20,1,0,0,1,1
268,2011-07-20,1,0,1,0,1
31,2011-07-20,1,0,0,1,1
330,2011-07-20,1,0,0,1,1
349,2011-07-20,1,0,0,1,1
466,2011-07-20,1,0,1,0,1
470,2011-07-20,5,0,1,4,1
480,2011-07-20,1,1,0,0,1
481,2011-07-20,2,0,1,1,1
74,2011-07-20,1,0,0,1,1
81,2011-07-20,1,0,0,1,1
85,2011-07-20,3,0,1,2,1
101,2011-07-21,3,2,1,0,1
108,2011-07-21,2,1,0,1,1
11,2011-07-21,1,0,1,0,1
124,2011-07-21,2,1,0,1,1
140,2011-07-21,4,2,0,2,1
19,2011-07-21,2,0,2,0,1
23,2011-07-21,1,1,0,0,1
26,2011-07-21,4,2,0,2,1
325,2011-07-21,1,0,1,0,1
437,2011-07-21,1,0,0,1,1
483,2011-07-21,1,0,1,0,1
74,2011-07-21,1,0,0,1,1
8,2011-07-21,1,0,1,0,1
101,2011-07-22,8,1,0,7,1
108,2011-07-22,1,0,0,1,1
140,2011-07-22,8,0,0,8,1
19,2011-07-22,1,0,1,0,1
205,2011-07-22,1,0,1,0,1
26,2011-07-22,3,0,0,3,1
277,2011-07-22,2,0,2,0,1
325,2011-07-22,1,0,1,0,1
337,2011-07-22,1,0,0,1,1
454,2011-07-22,1,1,0,0,1
480,2011-07-22,1,0,1,0,1
489,2011-07-22,5,0,3,2,1
65,2011-07-22,1,0,0,1,1
75,2011-07-22,3,0,1,2,1
101,2011-07-23,2,0,1,1,1
108,2011-07-23,1,0,0,1,1
140,2011-07-23,4,0,0,4,1
147,2011-07-23,1,0,0,1,1
466,2011-07-23,3,0,2,1,1
490,2011-07-23,3,1,0,2,1
54,2011-07-23,7,0,3,4,1
101,2011-07-24,2,1,0,1,1
108,2011-07-24,1,0,0,1,1
11,2011-07-24,1,0,1,0,1
140,2011-07-24,5,0,1,4,1
19,2011-07-24,1,0,0,1,1
277,2011-07-24,1,0,1,0,1
462,2011-07-24,1,0,0,1,1
493,2011-07-24,1,1,0,0,1
54,2011-07-24,1,0,1,0,1
101,2011-07-25,4,1,1,2,1
108,2011-07-25,4,1,0,3,1
116,2011-07-25,1,0,0,1,1
140,2011-07-25,5,1,1,3,1
19,2011-07-25,3,0,2,1,1
277,2011-07-25,1,0,0,1,1
46,2011-07-25,1,0,1,0,1
466,2011-07-25,1,0,1,0,1
498,2011-07-25,4,1,0,3,1
500,2011-07-25,1,1,0,0,1
524,2011-07-25,2,0,2,0,1
66,2011-07-25,1,0,0,1,1
85,2011-07-25,2,0,0,2,1
101,2011-07-26,4,0,3,1,1
108,2011-07-26,1,0,0,1,1
140,2011-07-26,5,0,0,5,1
149,2011-07-26,1,1,0,0,1
180,2011-07-26,1,0,0,1,1
19,2011-07-26,7,0,3,4,1
241,2011-07-26,1,0,1,0,1
243,2011-07-26,1,0,0,1,1
418,2011-07-26,1,0,1,0,1
466,2011-07-26,1,0,1,0,1
470,2011-07-26,4,0,1,3,1
502,2011-07-26,1,0,1,0,1
506,2011-07-26,1,0,0,1,1
