month,avg_dau,avg_d1_retention,mau
2022-07,38.41935483870968,0.32493091029430043,466
2022-08,40.54838709677419,0.3390980410875023,514
2022-09,35.86666666666667,0.2800334606429596,483
2022-10,38.25806451612903,0.29590150415957106,522
2022-11,36.06666666666667,0.27661256750669594,498
2022-12,36.61290322580645,0.28803081454116364,502
2023-01,34.193548387096776,0.32978695607396397,446
2023-02,37.75,0.28992242509665545,450
2023-03,37.774193548387096,0.2783370398065643,511
2023-04,31.433333333333334,0.291321819335063,403
2023-05,35.87096774193548,0.2974111995541465,473
2023-06,37.2,0.31760154545375596,479
2023-07,36.25806451612903,0.323963736653086,478
2023-08,36.38709677419355,0.2690736043539314,490
2023-09,33.8,0.30620356093417744,434
2023-10,33.096774193548384,0.26717716147435744,438
2023-11,29.3,0.31994604121144826,381
2023-12,31.419354838709676,0.30033903722230615,397
2024-01,37.193548387096776,0.31767931475286026,489
2024-02,37.55172413793103,0.31770358333058674,467
2024-03,35.38709677419355,0.30280992523675654,486
